generation: 15 best: -673.808 fitness: -673.808|-380.766|-165.173|-186.946|-173.948|-94.4286|-163.165|-99.7673|-196.889|-156.21|
generation: 16 best: -673.808 fitness: -673.808|-380.766|-125.559|-155.109|-98.6653|-172.957|-173.775|-95.0232|-163.762|-167.592|
generation: 17 best: -673.808 fitness: -673.808|-380.766|-93.6351|-94.3706|-92.4246|-93.8035|-145.338|-93.675|-93.4827|-93.6418|
generation: 18 best: -673.808 fitness: -673.808|-380.766|-122.111|-175.091|-92.2939|-92.187|-91.9436|-126.353|-93.6682|-173.907|
generation: 19 best: -673.808 fitness: -673.808|-380.766|-145.215|-175.821|-92.3826|-93.3728|-95.0418|-92.6288|-168.509|-120.983|
generation: 20 best: -673.808 fitness: -673.808|-380.766|-310.501|-155.291|-150.513|-124.839|-91.915|-92.1421|-102.769|-164.553|
generation: 21 best: -673.808 fitness: -673.808|-380.766|-665.367|-219.258|-121.698|-89.0611|-151.452|-99.6517|-92.9618|-663.841|
generation: 22 best: -673.808 fitness: -673.808|-665.367|-95.202|-173.164|-93.0083|-148.49|-87.7859|-388.93|-165.983|-139.698|
generation: 23 best: -673.808 fitness: -673.808|-665.367|-176.561|-120.709|-87.7714|-88.1735|-149.655|-93.5856|-190.257|-128.603|
generation: 24 best: -673.808 fitness: -673.808|-665.367|-164.195|-196.223|-91.9357|-89.7009|-174.49|-174.016|-89.2387|-199.785|
generation: 25 best: -673.808 fitness: -673.808|-665.367|-89.1972|-90.6257|-173.067|-119.834|-94.7549|-173.195|-94.4398|-94.6557|
generation: 26 best: -673.808 fitness: -673.808|-665.367|-92.1324|-215.692|-120.66|-140.276|-95.6107|-121.141|-152.408|-87.6175|
generation: 27 best: -673.808 fitness: -673.808|-665.367|-96.7096|-120.808|-100.254|-92.5026|-163.193|-203.144|-126.463|-138.38|
generation: 28 best: -673.808 fitness: -673.808|-665.367|-115.215|-123.745|-120.382|-95.6003|-128.059|-120.566|-94.4488|-94.7524|
generation: 29 best: -673.808 fitness: -673.808|-665.367|-105.887|-93.228|-89.3685|-93.8807|-174.396|-123.89|-120.414|-101.705|
generation: 30 best: -673.808 fitness: -673.808|-665.367|-91.1518|-140.802|-120.744|-98.4495|-146.138|-120.554|-88.7481|-147.751|
generation: 31 best: -673.808 fitness: -673.808|-665.367|-105.649|-169.314|-123.892|-112.762|-122.394|-205.133|-121.54|-104.873|
generation: 32 best: -673.808 fitness: -673.808|-665.367|-162.735|-142.628|-94.4206|-99.4405|-120.723|-120.244|-141.105|-92.6303|
generation: 33 best: -673.808 fitness: -673.808|-665.367|-94.6255|-113.413|-95.2262|-173.096|-92.8961|-180.072|-95.2309|-671.538|
generation: 34 best: -673.808 fitness: -673.808|-671.538|-120.44|-96.2916|-102.911|-104.47|-176.991|-189.532|-105.68|-91.8404|
